"date";"ticker";"field";"override";"override_period";"value";"extraction_date"
"2004-10-06";IBOV Index;CUR_MKT_CAP;;;464,398.19;"2023-08-21"
"2004-10-07";IBOV Index;CUR_MKT_CAP;;;464,539.64;"2023-08-21"
"2004-10-08";IBOV Index;CUR_MKT_CAP;;;461,288.93;"2023-08-21"
"2004-10-11";IBOV Index;CUR_MKT_CAP;;;461,444.98;"2023-08-21"
"2004-10-12";IBOV Index;CUR_MKT_CAP;;;461,444.98;"2023-08-21"
"2004-10-13";IBOV Index;CUR_MKT_CAP;;;447,201.33;"2023-08-21"
"2004-10-14";IBOV Index;CUR_MKT_CAP;;;442,027.55;"2023-08-21"
"2004-10-15";IBOV Index;CUR_MKT_CAP;;;451,223.28;"2023-08-21"
"2004-10-18";IBOV Index;CUR_MKT_CAP;;;452,403.89;"2023-08-21"
"2004-10-19";IBOV Index;CUR_MKT_CAP;;;442,699.36;"2023-08-21"
"2004-10-20";IBOV Index;CUR_MKT_CAP;;;442,811.62;"2023-08-21"
"2004-10-21";IBOV Index;CUR_MKT_CAP;;;449,369;"2023-08-21"
"2004-10-22";IBOV Index;CUR_MKT_CAP;;;445,998.08;"2023-08-21"
"2004-10-25";IBOV Index;CUR_MKT_CAP;;;444,834.38;"2023-08-21"
"2004-10-26";IBOV Index;CUR_MKT_CAP;;;449,306.48;"2023-08-21"
"2004-10-27";IBOV Index;CUR_MKT_CAP;;;451,222.95;"2023-08-21"
"2004-10-28";IBOV Index;CUR_MKT_CAP;;;446,801.29;"2023-08-21"
"2004-10-29";IBOV Index;CUR_MKT_CAP;;;450,289.42;"2023-08-21"
"2004-11-01";IBOV Index;CUR_MKT_CAP;;;451,686.03;"2023-08-21"
"2004-11-02";IBOV Index;CUR_MKT_CAP;;;451,686.03;"2023-08-21"
"2004-11-03";IBOV Index;CUR_MKT_CAP;;;456,669.79;"2023-08-21"
"2004-11-04";IBOV Index;CUR_MKT_CAP;;;460,618.82;"2023-08-21"
"2004-11-05";IBOV Index;CUR_MKT_CAP;;;460,108.05;"2023-08-21"
"2004-11-08";IBOV Index;CUR_MKT_CAP;;;454,211.61;"2023-08-21"
"2004-11-09";IBOV Index;CUR_MKT_CAP;;;456,246.82;"2023-08-21"
"2004-11-10";IBOV Index;CUR_MKT_CAP;;;461,413.48;"2023-08-21"
"2004-11-11";IBOV Index;CUR_MKT_CAP;;;461,225.38;"2023-08-21"
"2004-11-12";IBOV Index;CUR_MKT_CAP;;;470,839.5;"2023-08-21"
"2004-11-15";IBOV Index;CUR_MKT_CAP;;;470,839.5;"2023-08-21"
"2004-11-16";IBOV Index;CUR_MKT_CAP;;;462,357.89;"2023-08-21"
"2004-11-17";IBOV Index;CUR_MKT_CAP;;;468,813.6;"2023-08-21"
"2004-11-18";IBOV Index;CUR_MKT_CAP;;;464,956.34;"2023-08-21"
"2004-11-19";IBOV Index;CUR_MKT_CAP;;;463,610.89;"2023-08-21"
"2004-11-22";IBOV Index;CUR_MKT_CAP;;;467,998.68;"2023-08-21"
"2004-11-23";IBOV Index;CUR_MKT_CAP;;;463,983.72;"2023-08-21"
"2004-11-24";IBOV Index;CUR_MKT_CAP;;;465,927.79;"2023-08-21"
"2004-11-25";IBOV Index;CUR_MKT_CAP;;;475,920.11;"2023-08-21"
"2004-11-26";IBOV Index;CUR_MKT_CAP;;;477,930.87;"2023-08-21"
"2004-11-29";IBOV Index;CUR_MKT_CAP;;;475,844.09;"2023-08-21"
"2004-11-30";IBOV Index;CUR_MKT_CAP;;;479,586.3;"2023-08-21"
"2004-12-01";IBOV Index;CUR_MKT_CAP;;;483,300.34;"2023-08-21"
"2004-12-02";IBOV Index;CUR_MKT_CAP;;;482,115.11;"2023-08-21"
"2004-12-03";IBOV Index;CUR_MKT_CAP;;;486,663.18;"2023-08-21"
"2004-12-06";IBOV Index;CUR_MKT_CAP;;;490,779.47;"2023-08-21"
"2004-12-07";IBOV Index;CUR_MKT_CAP;;;480,775.45;"2023-08-21"
"2004-12-08";IBOV Index;CUR_MKT_CAP;;;479,050.16;"2023-08-21"
"2004-12-09";IBOV Index;CUR_MKT_CAP;;;472,798.36;"2023-08-21"
"2004-12-10";IBOV Index;CUR_MKT_CAP;;;481,242.18;"2023-08-21"
"2004-12-13";IBOV Index;CUR_MKT_CAP;;;486,997.01;"2023-08-21"
"2004-12-14";IBOV Index;CUR_MKT_CAP;;;491,543.59;"2023-08-21"
"2004-12-15";IBOV Index;CUR_MKT_CAP;;;490,836.17;"2023-08-21"
"2004-12-16";IBOV Index;CUR_MKT_CAP;;;496,538.16;"2023-08-21"
"2004-12-17";IBOV Index;CUR_MKT_CAP;;;492,710.1;"2023-08-21"
"2004-12-20";IBOV Index;CUR_MKT_CAP;;;491,134.87;"2023-08-21"
"2004-12-21";IBOV Index;CUR_MKT_CAP;;;500,469.89;"2023-08-21"
"2004-12-22";IBOV Index;CUR_MKT_CAP;;;497,295.18;"2023-08-21"
"2004-12-23";IBOV Index;CUR_MKT_CAP;;;501,192.39;"2023-08-21"
"2004-12-24";IBOV Index;CUR_MKT_CAP;;;501,192.39;"2023-08-21"
"2004-12-27";IBOV Index;CUR_MKT_CAP;;;501,370.81;"2023-08-21"
"2004-12-28";IBOV Index;CUR_MKT_CAP;;;505,884.04;"2023-08-21"
"2004-12-29";IBOV Index;CUR_MKT_CAP;;;506,145.13;"2023-08-21"
"2004-12-30";IBOV Index;CUR_MKT_CAP;;;504,842.61;"2023-08-21"
"2004-12-31";IBOV Index;CUR_MKT_CAP;;;504,842.61;"2023-08-21"
"2005-01-03";IBOV Index;CUR_MKT_CAP;;;498,094.48;"2023-08-21"
"2005-01-04";IBOV Index;CUR_MKT_CAP;;;484,918.07;"2023-08-21"
"2005-01-05";IBOV Index;CUR_MKT_CAP;;;480,088.44;"2023-08-21"
"2005-01-06";IBOV Index;CUR_MKT_CAP;;;476,555.88;"2023-08-21"
"2005-01-07";IBOV Index;CUR_MKT_CAP;;;481,520.92;"2023-08-21"
"2005-01-10";IBOV Index;CUR_MKT_CAP;;;475,572.04;"2023-08-21"
"2005-01-11";IBOV Index;CUR_MKT_CAP;;;476,947.86;"2023-08-21"
"2005-01-12";IBOV Index;CUR_MKT_CAP;;;476,729.87;"2023-08-21"
"2005-01-13";IBOV Index;CUR_MKT_CAP;;;483,647.94;"2023-08-21"
"2005-01-14";IBOV Index;CUR_MKT_CAP;;;489,415.38;"2023-08-21"
"2005-01-17";IBOV Index;CUR_MKT_CAP;;;482,904.69;"2023-08-21"
"2005-01-18";IBOV Index;CUR_MKT_CAP;;;478,502.43;"2023-08-21"
"2005-01-19";IBOV Index;CUR_MKT_CAP;;;481,345.1;"2023-08-21"
"2005-01-20";IBOV Index;CUR_MKT_CAP;;;470,213.44;"2023-08-21"
"2005-01-21";IBOV Index;CUR_MKT_CAP;;;475,590.2;"2023-08-21"
"2005-01-24";IBOV Index;CUR_MKT_CAP;;;483,843.94;"2023-08-21"
"2005-01-25";IBOV Index;CUR_MKT_CAP;;;483,843.94;"2023-08-21"
"2005-01-26";IBOV Index;CUR_MKT_CAP;;;488,212.47;"2023-08-21"
"2005-01-27";IBOV Index;CUR_MKT_CAP;;;481,136.3;"2023-08-21"
"2005-01-28";IBOV Index;CUR_MKT_CAP;;;477,616.87;"2023-08-21"
"2005-01-31";IBOV Index;CUR_MKT_CAP;;;484,889.59;"2023-08-21"
"2005-02-01";IBOV Index;CUR_MKT_CAP;;;482,478.9;"2023-08-21"
"2005-02-02";IBOV Index;CUR_MKT_CAP;;;489,835.29;"2023-08-21"
"2005-02-03";IBOV Index;CUR_MKT_CAP;;;494,478.46;"2023-08-21"
"2005-02-04";IBOV Index;CUR_MKT_CAP;;;507,941.31;"2023-08-21"
"2005-02-07";IBOV Index;CUR_MKT_CAP;;;507,941.31;"2023-08-21"
"2005-02-08";IBOV Index;CUR_MKT_CAP;;;507,941.31;"2023-08-21"
"2005-02-09";IBOV Index;CUR_MKT_CAP;;;518,938.4;"2023-08-21"
"2005-02-10";IBOV Index;CUR_MKT_CAP;;;518,094.97;"2023-08-21"
"2005-02-11";IBOV Index;CUR_MKT_CAP;;;520,635.33;"2023-08-21"
"2005-02-14";IBOV Index;CUR_MKT_CAP;;;519,663.33;"2023-08-21"
"2005-02-15";IBOV Index;CUR_MKT_CAP;;;523,708.02;"2023-08-21"
"2005-02-16";IBOV Index;CUR_MKT_CAP;;;519,567.8;"2023-08-21"
"2005-02-17";IBOV Index;CUR_MKT_CAP;;;529,750.3;"2023-08-21"
"2005-02-18";IBOV Index;CUR_MKT_CAP;;;527,543;"2023-08-21"
"2005-02-21";IBOV Index;CUR_MKT_CAP;;;529,750.48;"2023-08-21"
"2005-02-22";IBOV Index;CUR_MKT_CAP;;;534,436.05;"2023-08-21"
"2005-02-23";IBOV Index;CUR_MKT_CAP;;;541,179.72;"2023-08-21"
"2005-02-24";IBOV Index;CUR_MKT_CAP;;;565,710.33;"2023-08-21"
"2005-02-25";IBOV Index;CUR_MKT_CAP;;;563,542.33;"2023-08-21"
"2005-02-28";IBOV Index;CUR_MKT_CAP;;;555,912.11;"2023-08-21"
"2005-03-01";IBOV Index;CUR_MKT_CAP;;;545,360.91;"2023-08-21"
"2005-03-02";IBOV Index;CUR_MKT_CAP;;;554,278.23;"2023-08-21"
"2005-03-03";IBOV Index;CUR_MKT_CAP;;;564,946.93;"2023-08-21"
"2005-03-04";IBOV Index;CUR_MKT_CAP;;;574,832.94;"2023-08-21"
"2005-03-07";IBOV Index;CUR_MKT_CAP;;;579,142.15;"2023-08-21"
"2005-03-08";IBOV Index;CUR_MKT_CAP;;;573,748.26;"2023-08-21"
"2005-03-09";IBOV Index;CUR_MKT_CAP;;;565,462;"2023-08-21"
"2005-03-10";IBOV Index;CUR_MKT_CAP;;;560,483.18;"2023-08-21"
"2005-03-11";IBOV Index;CUR_MKT_CAP;;;554,238.27;"2023-08-21"
"2005-03-14";IBOV Index;CUR_MKT_CAP;;;552,440.85;"2023-08-21"
"2005-03-15";IBOV Index;CUR_MKT_CAP;;;542,959.15;"2023-08-21"
"2005-03-16";IBOV Index;CUR_MKT_CAP;;;546,380.13;"2023-08-21"
"2005-03-17";IBOV Index;CUR_MKT_CAP;;;555,911.62;"2023-08-21"
"2005-03-18";IBOV Index;CUR_MKT_CAP;;;546,571.21;"2023-08-21"
"2005-03-21";IBOV Index;CUR_MKT_CAP;;;540,998.95;"2023-08-21"
"2005-03-22";IBOV Index;CUR_MKT_CAP;;;528,864.74;"2023-08-21"
"2005-03-23";IBOV Index;CUR_MKT_CAP;;;516,417.64;"2023-08-21"
"2005-03-24";IBOV Index;CUR_MKT_CAP;;;526,727.47;"2023-08-21"
"2005-03-25";IBOV Index;CUR_MKT_CAP;;;526,727.47;"2023-08-21"
"2005-03-28";IBOV Index;CUR_MKT_CAP;;;517,435.4;"2023-08-21"
"2005-03-29";IBOV Index;CUR_MKT_CAP;;;505,845.22;"2023-08-21"
"2005-03-30";IBOV Index;CUR_MKT_CAP;;;517,769.02;"2023-08-21"
"2005-03-31";IBOV Index;CUR_MKT_CAP;;;524,575.8;"2023-08-21"
"2005-04-01";IBOV Index;CUR_MKT_CAP;;;525,785.5;"2023-08-21"
"2005-04-04";IBOV Index;CUR_MKT_CAP;;;516,762.71;"2023-08-21"
"2005-04-05";IBOV Index;CUR_MKT_CAP;;;509,536.91;"2023-08-21"
"2005-04-06";IBOV Index;CUR_MKT_CAP;;;504,599.43;"2023-08-21"
"2005-04-07";IBOV Index;CUR_MKT_CAP;;;513,440.13;"2023-08-21"
"2005-04-08";IBOV Index;CUR_MKT_CAP;;;506,317.07;"2023-08-21"
"2005-04-11";IBOV Index;CUR_MKT_CAP;;;505,982.53;"2023-08-21"
"2005-04-12";IBOV Index;CUR_MKT_CAP;;;507,586.33;"2023-08-21"
"2005-04-13";IBOV Index;CUR_MKT_CAP;;;501,068.1;"2023-08-21"
"2005-04-14";IBOV Index;CUR_MKT_CAP;;;482,380.28;"2023-08-21"
"2005-04-15";IBOV Index;CUR_MKT_CAP;;;475,335.82;"2023-08-21"
"2005-04-18";IBOV Index;CUR_MKT_CAP;;;477,776.21;"2023-08-21"
"2005-04-19";IBOV Index;CUR_MKT_CAP;;;489,652.86;"2023-08-21"
"2005-04-20";IBOV Index;CUR_MKT_CAP;;;481,901.4;"2023-08-21"
"2005-04-21";IBOV Index;CUR_MKT_CAP;;;481,901.4;"2023-08-21"
"2005-04-22";IBOV Index;CUR_MKT_CAP;;;477,450.43;"2023-08-21"
"2005-04-25";IBOV Index;CUR_MKT_CAP;;;488,092.18;"2023-08-21"
"2005-04-26";IBOV Index;CUR_MKT_CAP;;;491,010.29;"2023-08-21"
"2005-04-27";IBOV Index;CUR_MKT_CAP;;;486,025.75;"2023-08-21"
"2005-04-28";IBOV Index;CUR_MKT_CAP;;;469,585.99;"2023-08-21"
"2005-04-29";IBOV Index;CUR_MKT_CAP;;;476,201.06;"2023-08-21"
"2005-05-02";IBOV Index;CUR_MKT_CAP;;;484,644.92;"2023-08-21"
"2005-05-03";IBOV Index;CUR_MKT_CAP;;;482,267.46;"2023-08-21"
"2005-05-04";IBOV Index;CUR_MKT_CAP;;;496,331.11;"2023-08-21"
"2005-05-05";IBOV Index;CUR_MKT_CAP;;;495,682.36;"2023-08-21"
"2005-05-06";IBOV Index;CUR_MKT_CAP;;;498,862.92;"2023-08-21"
"2005-05-09";IBOV Index;CUR_MKT_CAP;;;498,968.88;"2023-08-21"
"2005-05-10";IBOV Index;CUR_MKT_CAP;;;487,993.49;"2023-08-21"
"2005-05-11";IBOV Index;CUR_MKT_CAP;;;486,697.59;"2023-08-21"
"2005-05-12";IBOV Index;CUR_MKT_CAP;;;474,963.61;"2023-08-21"
"2005-05-13";IBOV Index;CUR_MKT_CAP;;;470,064.96;"2023-08-21"
"2005-05-16";IBOV Index;CUR_MKT_CAP;;;479,687.76;"2023-08-21"
"2005-05-17";IBOV Index;CUR_MKT_CAP;;;481,632.85;"2023-08-21"
"2005-05-18";IBOV Index;CUR_MKT_CAP;;;492,020.83;"2023-08-21"
"2005-05-19";IBOV Index;CUR_MKT_CAP;;;492,613.27;"2023-08-21"
"2005-05-20";IBOV Index;CUR_MKT_CAP;;;487,606.97;"2023-08-21"
"2005-05-23";IBOV Index;CUR_MKT_CAP;;;482,333.11;"2023-08-21"
"2005-05-24";IBOV Index;CUR_MKT_CAP;;;488,101.24;"2023-08-21"
"2005-05-25";IBOV Index;CUR_MKT_CAP;;;487,856.85;"2023-08-21"
"2005-05-26";IBOV Index;CUR_MKT_CAP;;;487,856.85;"2023-08-21"
"2005-05-27";IBOV Index;CUR_MKT_CAP;;;498,805.94;"2023-08-21"
"2005-05-30";IBOV Index;CUR_MKT_CAP;;;500,855;"2023-08-21"
"2005-05-31";IBOV Index;CUR_MKT_CAP;;;495,578.42;"2023-08-21"
"2005-06-01";IBOV Index;CUR_MKT_CAP;;;510,623.26;"2023-08-21"
"2005-06-02";IBOV Index;CUR_MKT_CAP;;;522,135.98;"2023-08-21"
"2005-06-03";IBOV Index;CUR_MKT_CAP;;;515,722.14;"2023-08-21"
"2005-06-06";IBOV Index;CUR_MKT_CAP;;;505,180.4;"2023-08-21"
"2005-06-07";IBOV Index;CUR_MKT_CAP;;;495,244.82;"2023-08-21"
"2005-06-08";IBOV Index;CUR_MKT_CAP;;;492,063.39;"2023-08-21"
"2005-06-09";IBOV Index;CUR_MKT_CAP;;;489,870.76;"2023-08-21"
"2005-06-10";IBOV Index;CUR_MKT_CAP;;;494,942.11;"2023-08-21"
"2005-06-13";IBOV Index;CUR_MKT_CAP;;;494,300.44;"2023-08-21"
"2005-06-14";IBOV Index;CUR_MKT_CAP;;;507,281.74;"2023-08-21"
"2005-06-15";IBOV Index;CUR_MKT_CAP;;;505,476.76;"2023-08-21"
"2005-06-16";IBOV Index;CUR_MKT_CAP;;;510,846.28;"2023-08-21"
"2005-06-17";IBOV Index;CUR_MKT_CAP;;;518,627.89;"2023-08-21"
"2005-06-20";IBOV Index;CUR_MKT_CAP;;;518,233.52;"2023-08-21"
"2005-06-21";IBOV Index;CUR_MKT_CAP;;;511,336.32;"2023-08-21"
"2005-06-22";IBOV Index;CUR_MKT_CAP;;;511,446.65;"2023-08-21"
"2005-06-23";IBOV Index;CUR_MKT_CAP;;;498,753.16;"2023-08-21"
"2005-06-24";IBOV Index;CUR_MKT_CAP;;;497,306.68;"2023-08-21"
"2005-06-27";IBOV Index;CUR_MKT_CAP;;;506,452.28;"2023-08-21"
"2005-06-28";IBOV Index;CUR_MKT_CAP;;;507,104.32;"2023-08-21"
"2005-06-29";IBOV Index;CUR_MKT_CAP;;;504,235.99;"2023-08-21"
"2005-06-30";IBOV Index;CUR_MKT_CAP;;;501,701.92;"2023-08-21"
"2005-07-01";IBOV Index;CUR_MKT_CAP;;;505,856.52;"2023-08-21"
"2005-07-04";IBOV Index;CUR_MKT_CAP;;;501,557.91;"2023-08-21"
"2005-07-05";IBOV Index;CUR_MKT_CAP;;;498,673.56;"2023-08-21"
"2005-07-06";IBOV Index;CUR_MKT_CAP;;;497,010.12;"2023-08-21"
"2005-07-07";IBOV Index;CUR_MKT_CAP;;;494,398.76;"2023-08-21"
"2005-07-08";IBOV Index;CUR_MKT_CAP;;;497,664.67;"2023-08-21"
"2005-07-11";IBOV Index;CUR_MKT_CAP;;;504,461.86;"2023-08-21"
"2005-07-12";IBOV Index;CUR_MKT_CAP;;;511,176.2;"2023-08-21"
"2005-07-13";IBOV Index;CUR_MKT_CAP;;;516,808.13;"2023-08-21"
"2005-07-14";IBOV Index;CUR_MKT_CAP;;;515,805.5;"2023-08-21"
"2005-07-15";IBOV Index;CUR_MKT_CAP;;;503,795.18;"2023-08-21"
"2005-07-18";IBOV Index;CUR_MKT_CAP;;;504,613.65;"2023-08-21"
"2005-07-19";IBOV Index;CUR_MKT_CAP;;;504,835.94;"2023-08-21"
"2005-07-20";IBOV Index;CUR_MKT_CAP;;;511,514.33;"2023-08-21"
"2005-07-21";IBOV Index;CUR_MKT_CAP;;;517,191.04;"2023-08-21"
"2005-07-22";IBOV Index;CUR_MKT_CAP;;;513,593.76;"2023-08-21"
"2005-07-25";IBOV Index;CUR_MKT_CAP;;;500,927.56;"2023-08-21"
"2005-07-26";IBOV Index;CUR_MKT_CAP;;;505,964.71;"2023-08-21"
"2005-07-27";IBOV Index;CUR_MKT_CAP;;;515,274.01;"2023-08-21"
"2005-07-28";IBOV Index;CUR_MKT_CAP;;;526,663.37;"2023-08-21"
"2005-07-29";IBOV Index;CUR_MKT_CAP;;;524,235.64;"2023-08-21"
"2005-08-01";IBOV Index;CUR_MKT_CAP;;;529,945.9;"2023-08-21"
"2005-08-02";IBOV Index;CUR_MKT_CAP;;;539,981.28;"2023-08-21"
"2005-08-03";IBOV Index;CUR_MKT_CAP;;;539,393.05;"2023-08-21"
"2005-08-04";IBOV Index;CUR_MKT_CAP;;;534,568.81;"2023-08-21"
"2005-08-05";IBOV Index;CUR_MKT_CAP;;;533,565.36;"2023-08-21"
"2005-08-08";IBOV Index;CUR_MKT_CAP;;;539,177.18;"2023-08-21"
"2005-08-09";IBOV Index;CUR_MKT_CAP;;;552,619.79;"2023-08-21"
"2005-08-10";IBOV Index;CUR_MKT_CAP;;;553,487.15;"2023-08-21"
"2005-08-11";IBOV Index;CUR_MKT_CAP;;;549,167.31;"2023-08-21"
"2005-08-12";IBOV Index;CUR_MKT_CAP;;;555,233.18;"2023-08-21"
"2005-08-15";IBOV Index;CUR_MKT_CAP;;;562,172.1;"2023-08-21"
"2005-08-16";IBOV Index;CUR_MKT_CAP;;;554,570.43;"2023-08-21"
"2005-08-17";IBOV Index;CUR_MKT_CAP;;;556,426.53;"2023-08-21"
"2005-08-18";IBOV Index;CUR_MKT_CAP;;;549,742.28;"2023-08-21"
"2005-08-19";IBOV Index;CUR_MKT_CAP;;;548,777.24;"2023-08-21"
"2005-08-22";IBOV Index;CUR_MKT_CAP;;;559,358.62;"2023-08-21"
"2005-08-23";IBOV Index;CUR_MKT_CAP;;;549,020.94;"2023-08-21"
"2005-08-24";IBOV Index;CUR_MKT_CAP;;;551,368.7;"2023-08-21"
"2005-08-25";IBOV Index;CUR_MKT_CAP;;;560,638.31;"2023-08-21"
"2005-08-26";IBOV Index;CUR_MKT_CAP;;;553,756.71;"2023-08-21"
"2005-08-29";IBOV Index;CUR_MKT_CAP;;;559,215.68;"2023-08-21"
"2005-08-30";IBOV Index;CUR_MKT_CAP;;;563,377.09;"2023-08-21"
"2005-08-31";IBOV Index;CUR_MKT_CAP;;;572,014.18;"2023-08-21"
"2005-09-01";IBOV Index;CUR_MKT_CAP;;;566,495.43;"2023-08-21"
"2005-09-02";IBOV Index;CUR_MKT_CAP;;;571,882.8;"2023-08-21"
"2005-09-05";IBOV Index;CUR_MKT_CAP;;;575,850.54;"2023-08-21"
"2005-09-06";IBOV Index;CUR_MKT_CAP;;;582,511.17;"2023-08-21"
"2005-09-07";IBOV Index;CUR_MKT_CAP;;;582,511.17;"2023-08-21"
"2005-09-08";IBOV Index;CUR_MKT_CAP;;;581,319.6;"2023-08-21"
"2005-09-09";IBOV Index;CUR_MKT_CAP;;;592,779.32;"2023-08-21"
"2005-09-12";IBOV Index;CUR_MKT_CAP;;;591,508.37;"2023-08-21"
"2005-09-13";IBOV Index;CUR_MKT_CAP;;;585,156.7;"2023-08-21"
"2005-09-14";IBOV Index;CUR_MKT_CAP;;;589,337.7;"2023-08-21"
"2005-09-15";IBOV Index;CUR_MKT_CAP;;;595,453.49;"2023-08-21"
"2005-09-16";IBOV Index;CUR_MKT_CAP;;;604,027.79;"2023-08-21"
"2005-09-19";IBOV Index;CUR_MKT_CAP;;;609,971.41;"2023-08-21"
"2005-09-20";IBOV Index;CUR_MKT_CAP;;;612,042.47;"2023-08-21"
"2005-09-21";IBOV Index;CUR_MKT_CAP;;;630,391.03;"2023-08-21"
"2005-09-22";IBOV Index;CUR_MKT_CAP;;;625,459.27;"2023-08-21"
"2005-09-23";IBOV Index;CUR_MKT_CAP;;;632,840.66;"2023-08-21"
"2005-09-26";IBOV Index;CUR_MKT_CAP;;;630,918.11;"2023-08-21"
"2005-09-27";IBOV Index;CUR_MKT_CAP;;;628,124.83;"2023-08-21"
"2005-09-28";IBOV Index;CUR_MKT_CAP;;;636,370.49;"2023-08-21"
"2005-09-29";IBOV Index;CUR_MKT_CAP;;;632,230.77;"2023-08-21"
"2005-09-30";IBOV Index;CUR_MKT_CAP;;;637,884.01;"2023-08-21"
"2005-10-03";IBOV Index;CUR_MKT_CAP;;;640,971.13;"2023-08-21"
"2005-10-04";IBOV Index;CUR_MKT_CAP;;;628,865.25;"2023-08-21"
"2005-10-05";IBOV Index;CUR_MKT_CAP;;;605,904.71;"2023-08-21"
"2005-10-06";IBOV Index;CUR_MKT_CAP;;;584,994.74;"2023-08-21"
"2005-10-07";IBOV Index;CUR_MKT_CAP;;;595,942.47;"2023-08-21"
"2005-10-10";IBOV Index;CUR_MKT_CAP;;;600,142.43;"2023-08-21"
"2005-10-11";IBOV Index;CUR_MKT_CAP;;;608,360.16;"2023-08-21"
"2005-10-12";IBOV Index;CUR_MKT_CAP;;;608,360.16;"2023-08-21"
"2005-10-13";IBOV Index;CUR_MKT_CAP;;;591,858.04;"2023-08-21"
"2005-10-14";IBOV Index;CUR_MKT_CAP;;;589,974.86;"2023-08-21"
"2005-10-17";IBOV Index;CUR_MKT_CAP;;;599,251.71;"2023-08-21"
"2005-10-18";IBOV Index;CUR_MKT_CAP;;;577,648;"2023-08-21"
"2005-10-19";IBOV Index;CUR_MKT_CAP;;;575,772.92;"2023-08-21"
"2005-10-20";IBOV Index;CUR_MKT_CAP;;;560,836.08;"2023-08-21"
"2005-10-21";IBOV Index;CUR_MKT_CAP;;;577,906.46;"2023-08-21"
"2005-10-24";IBOV Index;CUR_MKT_CAP;;;595,941.43;"2023-08-21"
"2005-10-25";IBOV Index;CUR_MKT_CAP;;;589,428;"2023-08-21"
"2005-10-26";IBOV Index;CUR_MKT_CAP;;;593,175.64;"2023-08-21"
"2005-10-27";IBOV Index;CUR_MKT_CAP;;;581,076.17;"2023-08-21"
"2005-10-28";IBOV Index;CUR_MKT_CAP;;;585,079.49;"2023-08-21"
"2005-10-31";IBOV Index;CUR_MKT_CAP;;;602,764.65;"2023-08-21"
"2005-11-01";IBOV Index;CUR_MKT_CAP;;;615,147.98;"2023-08-21"
"2005-11-02";IBOV Index;CUR_MKT_CAP;;;615,147.98;"2023-08-21"
"2005-11-03";IBOV Index;CUR_MKT_CAP;;;620,897.5;"2023-08-21"
"2005-11-04";IBOV Index;CUR_MKT_CAP;;;611,691.28;"2023-08-21"
"2005-11-07";IBOV Index;CUR_MKT_CAP;;;613,764.19;"2023-08-21"
"2005-11-08";IBOV Index;CUR_MKT_CAP;;;616,152.03;"2023-08-21"
"2005-11-09";IBOV Index;CUR_MKT_CAP;;;611,156.15;"2023-08-21"
"2005-11-10";IBOV Index;CUR_MKT_CAP;;;606,660.36;"2023-08-21"
"2005-11-11";IBOV Index;CUR_MKT_CAP;;;606,660.36;"2023-08-21"
"2005-11-14";IBOV Index;CUR_MKT_CAP;;;606,660.36;"2023-08-21"
"2005-11-15";IBOV Index;CUR_MKT_CAP;;;606,660.36;"2023-08-21"
"2005-11-16";IBOV Index;CUR_MKT_CAP;;;606,660.36;"2023-08-21"
"2005-11-17";IBOV Index;CUR_MKT_CAP;;;606,660.36;"2023-08-21"
"2005-11-18";IBOV Index;CUR_MKT_CAP;;;606,660.36;"2023-08-21"
"2005-11-21";IBOV Index;CUR_MKT_CAP;;;606,660.36;"2023-08-21"
"2005-11-22";IBOV Index;CUR_MKT_CAP;;;606,660.36;"2023-08-21"
"2005-11-23";IBOV Index;CUR_MKT_CAP;;;606,660.36;"2023-08-21"
"2005-11-24";IBOV Index;CUR_MKT_CAP;;;606,660.36;"2023-08-21"
"2005-11-25";IBOV Index;CUR_MKT_CAP;;;606,660.36;"2023-08-21"
"2005-11-28";IBOV Index;CUR_MKT_CAP;;;606,660.36;"2023-08-21"
"2005-11-29";IBOV Index;CUR_MKT_CAP;;;606,660.36;"2023-08-21"
"2005-11-30";IBOV Index;CUR_MKT_CAP;;;606,660.36;"2023-08-21"
"2005-12-01";IBOV Index;CUR_MKT_CAP;;;606,660.36;"2023-08-21"
"2005-12-02";IBOV Index;CUR_MKT_CAP;;;606,660.36;"2023-08-21"
"2005-12-05";IBOV Index;CUR_MKT_CAP;;;606,660.36;"2023-08-21"
"2005-12-06";IBOV Index;CUR_MKT_CAP;;;606,660.36;"2023-08-21"
"2005-12-07";IBOV Index;CUR_MKT_CAP;;;606,660.36;"2023-08-21"
"2005-12-08";IBOV Index;CUR_MKT_CAP;;;606,660.36;"2023-08-21"
"2005-12-09";IBOV Index;CUR_MKT_CAP;;;606,660.36;"2023-08-21"
"2005-12-12";IBOV Index;CUR_MKT_CAP;;;606,660.36;"2023-08-21"
"2005-12-13";IBOV Index;CUR_MKT_CAP;;;606,660.36;"2023-08-21"
"2005-12-14";IBOV Index;CUR_MKT_CAP;;;606,660.36;"2023-08-21"
"2005-12-15";IBOV Index;CUR_MKT_CAP;;;606,660.36;"2023-08-21"
"2005-12-16";IBOV Index;CUR_MKT_CAP;;;606,660.36;"2023-08-21"
"2005-12-19";IBOV Index;CUR_MKT_CAP;;;606,660.36;"2023-08-21"
"2005-12-20";IBOV Index;CUR_MKT_CAP;;;606,660.36;"2023-08-21"
"2005-12-21";IBOV Index;CUR_MKT_CAP;;;606,660.36;"2023-08-21"
"2005-12-22";IBOV Index;CUR_MKT_CAP;;;606,660.36;"2023-08-21"
