"date";"ticker";"field";"override";"override_period";"value";"extraction_date"
"2004-10-05";IBOV Index;PX_Last;;;24,205.25;"2023-08-21"
"2004-10-06";IBOV Index;PX_Last;;;24,027.14;"2023-08-21"
"2004-10-07";IBOV Index;PX_Last;;;24,104.18;"2023-08-21"
"2004-10-08";IBOV Index;PX_Last;;;23,926.85;"2023-08-21"
"2004-10-11";IBOV Index;PX_Last;;;23,953.95;"2023-08-21"
"2004-10-13";IBOV Index;PX_Last;;;23,289.29;"2023-08-21"
"2004-10-14";IBOV Index;PX_Last;;;22,959.48;"2023-08-21"
"2004-10-15";IBOV Index;PX_Last;;;23,367.84;"2023-08-21"
"2004-10-18";IBOV Index;PX_Last;;;23,411.07;"2023-08-21"
"2004-10-19";IBOV Index;PX_Last;;;22,892.99;"2023-08-21"
"2004-10-20";IBOV Index;PX_Last;;;22,873.49;"2023-08-21"
"2004-10-21";IBOV Index;PX_Last;;;23,058.95;"2023-08-21"
"2004-10-22";IBOV Index;PX_Last;;;22,735.47;"2023-08-21"
"2004-10-25";IBOV Index;PX_Last;;;22,602.6;"2023-08-21"
"2004-10-26";IBOV Index;PX_Last;;;22,848.91;"2023-08-21"
"2004-10-27";IBOV Index;PX_Last;;;23,170.78;"2023-08-21"
"2004-10-28";IBOV Index;PX_Last;;;22,928.5;"2023-08-21"
"2004-10-29";IBOV Index;PX_Last;;;23,052.18;"2023-08-21"
"2004-11-01";IBOV Index;PX_Last;;;23,272.98;"2023-08-21"
"2004-11-03";IBOV Index;PX_Last;;;23,660.11;"2023-08-21"
"2004-11-04";IBOV Index;PX_Last;;;23,879.62;"2023-08-21"
"2004-11-05";IBOV Index;PX_Last;;;23,541.63;"2023-08-21"
"2004-11-08";IBOV Index;PX_Last;;;23,211.89;"2023-08-21"
"2004-11-09";IBOV Index;PX_Last;;;23,215.87;"2023-08-21"
"2004-11-10";IBOV Index;PX_Last;;;23,454.55;"2023-08-21"
"2004-11-11";IBOV Index;PX_Last;;;23,520.7;"2023-08-21"
"2004-11-12";IBOV Index;PX_Last;;;24,035.42;"2023-08-21"
"2004-11-16";IBOV Index;PX_Last;;;23,772.06;"2023-08-21"
"2004-11-17";IBOV Index;PX_Last;;;24,169.83;"2023-08-21"
"2004-11-18";IBOV Index;PX_Last;;;24,143.05;"2023-08-21"
"2004-11-19";IBOV Index;PX_Last;;;24,034.19;"2023-08-21"
"2004-11-22";IBOV Index;PX_Last;;;24,444.9;"2023-08-21"
"2004-11-23";IBOV Index;PX_Last;;;24,340.46;"2023-08-21"
"2004-11-24";IBOV Index;PX_Last;;;24,368.33;"2023-08-21"
"2004-11-25";IBOV Index;PX_Last;;;24,866.63;"2023-08-21"
"2004-11-26";IBOV Index;PX_Last;;;24,997.82;"2023-08-21"
"2004-11-29";IBOV Index;PX_Last;;;24,854.76;"2023-08-21"
"2004-11-30";IBOV Index;PX_Last;;;25,128.33;"2023-08-21"
"2004-12-01";IBOV Index;PX_Last;;;25,234.7;"2023-08-21"
"2004-12-02";IBOV Index;PX_Last;;;25,200.4;"2023-08-21"
"2004-12-03";IBOV Index;PX_Last;;;25,467.97;"2023-08-21"
"2004-12-06";IBOV Index;PX_Last;;;25,632.5;"2023-08-21"
"2004-12-07";IBOV Index;PX_Last;;;24,988.62;"2023-08-21"
"2004-12-08";IBOV Index;PX_Last;;;24,968.39;"2023-08-21"
"2004-12-09";IBOV Index;PX_Last;;;24,526.04;"2023-08-21"
"2004-12-10";IBOV Index;PX_Last;;;24,933.32;"2023-08-21"
"2004-12-13";IBOV Index;PX_Last;;;25,225.16;"2023-08-21"
"2004-12-14";IBOV Index;PX_Last;;;25,563.13;"2023-08-21"
"2004-12-15";IBOV Index;PX_Last;;;25,575.83;"2023-08-21"
"2004-12-16";IBOV Index;PX_Last;;;25,831.13;"2023-08-21"
"2004-12-17";IBOV Index;PX_Last;;;25,659.14;"2023-08-21"
"2004-12-20";IBOV Index;PX_Last;;;25,536.63;"2023-08-21"
"2004-12-21";IBOV Index;PX_Last;;;25,889.72;"2023-08-21"
"2004-12-22";IBOV Index;PX_Last;;;25,723.19;"2023-08-21"
"2004-12-23";IBOV Index;PX_Last;;;25,878.19;"2023-08-21"
"2004-12-27";IBOV Index;PX_Last;;;25,936.93;"2023-08-21"
"2004-12-28";IBOV Index;PX_Last;;;26,116.61;"2023-08-21"
"2004-12-29";IBOV Index;PX_Last;;;26,161.31;"2023-08-21"
"2004-12-30";IBOV Index;PX_Last;;;26,196.25;"2023-08-21"
"2005-01-03";IBOV Index;PX_Last;;;25,722.01;"2023-08-21"
"2005-01-04";IBOV Index;PX_Last;;;24,848.04;"2023-08-21"
"2005-01-05";IBOV Index;PX_Last;;;24,691.8;"2023-08-21"
"2005-01-06";IBOV Index;PX_Last;;;24,366.93;"2023-08-21"
"2005-01-07";IBOV Index;PX_Last;;;24,747.22;"2023-08-21"
"2005-01-10";IBOV Index;PX_Last;;;24,291.89;"2023-08-21"
"2005-01-11";IBOV Index;PX_Last;;;24,369.87;"2023-08-21"
"2005-01-12";IBOV Index;PX_Last;;;24,509.6;"2023-08-21"
"2005-01-13";IBOV Index;PX_Last;;;24,805.74;"2023-08-21"
"2005-01-14";IBOV Index;PX_Last;;;24,924.13;"2023-08-21"
"2005-01-17";IBOV Index;PX_Last;;;24,515.22;"2023-08-21"
"2005-01-18";IBOV Index;PX_Last;;;24,089.19;"2023-08-21"
"2005-01-19";IBOV Index;PX_Last;;;24,271.23;"2023-08-21"
"2005-01-20";IBOV Index;PX_Last;;;23,609.97;"2023-08-21"
"2005-01-21";IBOV Index;PX_Last;;;23,818.37;"2023-08-21"
"2005-01-24";IBOV Index;PX_Last;;;24,197.72;"2023-08-21"
"2005-01-26";IBOV Index;PX_Last;;;24,530.16;"2023-08-21"
"2005-01-27";IBOV Index;PX_Last;;;24,029.7;"2023-08-21"
"2005-01-28";IBOV Index;PX_Last;;;23,968.09;"2023-08-21"
"2005-01-31";IBOV Index;PX_Last;;;24,350.62;"2023-08-21"
"2005-02-01";IBOV Index;PX_Last;;;24,149.46;"2023-08-21"
"2005-02-02";IBOV Index;PX_Last;;;24,605.36;"2023-08-21"
"2005-02-03";IBOV Index;PX_Last;;;24,873.63;"2023-08-21"
"2005-02-04";IBOV Index;PX_Last;;;25,731.94;"2023-08-21"
"2005-02-09";IBOV Index;PX_Last;;;26,313.5;"2023-08-21"
"2005-02-10";IBOV Index;PX_Last;;;26,415.79;"2023-08-21"
"2005-02-11";IBOV Index;PX_Last;;;26,670.52;"2023-08-21"
"2005-02-14";IBOV Index;PX_Last;;;26,531.89;"2023-08-21"
"2005-02-15";IBOV Index;PX_Last;;;26,610.12;"2023-08-21"
"2005-02-16";IBOV Index;PX_Last;;;26,384.08;"2023-08-21"
"2005-02-17";IBOV Index;PX_Last;;;27,090.91;"2023-08-21"
"2005-02-18";IBOV Index;PX_Last;;;26,756.25;"2023-08-21"
"2005-02-21";IBOV Index;PX_Last;;;26,853.05;"2023-08-21"
"2005-02-22";IBOV Index;PX_Last;;;26,740.06;"2023-08-21"
"2005-02-23";IBOV Index;PX_Last;;;27,198.46;"2023-08-21"
"2005-02-24";IBOV Index;PX_Last;;;28,436.17;"2023-08-21"
"2005-02-25";IBOV Index;PX_Last;;;28,425.04;"2023-08-21"
"2005-02-28";IBOV Index;PX_Last;;;28,139.13;"2023-08-21"
"2005-03-01";IBOV Index;PX_Last;;;27,729.98;"2023-08-21"
"2005-03-02";IBOV Index;PX_Last;;;28,199.7;"2023-08-21"
"2005-03-03";IBOV Index;PX_Last;;;28,668.4;"2023-08-21"
"2005-03-04";IBOV Index;PX_Last;;;29,197.19;"2023-08-21"
"2005-03-07";IBOV Index;PX_Last;;;29,455.42;"2023-08-21"
"2005-03-08";IBOV Index;PX_Last;;;29,021.2;"2023-08-21"
"2005-03-09";IBOV Index;PX_Last;;;28,514.46;"2023-08-21"
"2005-03-10";IBOV Index;PX_Last;;;28,567.49;"2023-08-21"
"2005-03-11";IBOV Index;PX_Last;;;28,074.91;"2023-08-21"
"2005-03-14";IBOV Index;PX_Last;;;28,098.89;"2023-08-21"
"2005-03-15";IBOV Index;PX_Last;;;27,587.71;"2023-08-21"
"2005-03-16";IBOV Index;PX_Last;;;27,826.71;"2023-08-21"
"2005-03-17";IBOV Index;PX_Last;;;28,085.83;"2023-08-21"
"2005-03-18";IBOV Index;PX_Last;;;27,593.25;"2023-08-21"
"2005-03-21";IBOV Index;PX_Last;;;27,411.34;"2023-08-21"
"2005-03-22";IBOV Index;PX_Last;;;26,618.06;"2023-08-21"
"2005-03-23";IBOV Index;PX_Last;;;26,248.27;"2023-08-21"
"2005-03-24";IBOV Index;PX_Last;;;26,701.88;"2023-08-21"
"2005-03-28";IBOV Index;PX_Last;;;26,257.32;"2023-08-21"
"2005-03-29";IBOV Index;PX_Last;;;25,842.08;"2023-08-21"
"2005-03-30";IBOV Index;PX_Last;;;26,469.78;"2023-08-21"
"2005-03-31";IBOV Index;PX_Last;;;26,610.65;"2023-08-21"
"2005-04-01";IBOV Index;PX_Last;;;26,773.83;"2023-08-21"
"2005-04-04";IBOV Index;PX_Last;;;26,406.75;"2023-08-21"
"2005-04-05";IBOV Index;PX_Last;;;26,038.44;"2023-08-21"
"2005-04-06";IBOV Index;PX_Last;;;25,695.05;"2023-08-21"
"2005-04-07";IBOV Index;PX_Last;;;26,307.83;"2023-08-21"
"2005-04-08";IBOV Index;PX_Last;;;25,884.63;"2023-08-21"
"2005-04-11";IBOV Index;PX_Last;;;25,899.73;"2023-08-21"
"2005-04-12";IBOV Index;PX_Last;;;26,206.21;"2023-08-21"
"2005-04-13";IBOV Index;PX_Last;;;26,066.11;"2023-08-21"
"2005-04-14";IBOV Index;PX_Last;;;24,984;"2023-08-21"
"2005-04-15";IBOV Index;PX_Last;;;24,655.85;"2023-08-21"
"2005-04-18";IBOV Index;PX_Last;;;24,877.04;"2023-08-21"
"2005-04-19";IBOV Index;PX_Last;;;25,566.17;"2023-08-21"
"2005-04-20";IBOV Index;PX_Last;;;25,062.44;"2023-08-21"
"2005-04-22";IBOV Index;PX_Last;;;24,767.06;"2023-08-21"
"2005-04-25";IBOV Index;PX_Last;;;25,231.5;"2023-08-21"
"2005-04-26";IBOV Index;PX_Last;;;25,304.75;"2023-08-21"
"2005-04-27";IBOV Index;PX_Last;;;25,241.7;"2023-08-21"
"2005-04-28";IBOV Index;PX_Last;;;24,439.71;"2023-08-21"
"2005-04-29";IBOV Index;PX_Last;;;24,843.7;"2023-08-21"
"2005-05-02";IBOV Index;PX_Last;;;24,704.6;"2023-08-21"
"2005-05-03";IBOV Index;PX_Last;;;24,715.63;"2023-08-21"
"2005-05-04";IBOV Index;PX_Last;;;25,474.47;"2023-08-21"
"2005-05-05";IBOV Index;PX_Last;;;25,435.82;"2023-08-21"
"2005-05-06";IBOV Index;PX_Last;;;25,589.2;"2023-08-21"
"2005-05-09";IBOV Index;PX_Last;;;25,464.75;"2023-08-21"
"2005-05-10";IBOV Index;PX_Last;;;24,762.71;"2023-08-21"
"2005-05-11";IBOV Index;PX_Last;;;24,698.66;"2023-08-21"
"2005-05-12";IBOV Index;PX_Last;;;24,117.27;"2023-08-21"
"2005-05-13";IBOV Index;PX_Last;;;23,887.44;"2023-08-21"
"2005-05-16";IBOV Index;PX_Last;;;24,378.5;"2023-08-21"
"2005-05-17";IBOV Index;PX_Last;;;24,412.76;"2023-08-21"
"2005-05-18";IBOV Index;PX_Last;;;24,898.12;"2023-08-21"
"2005-05-19";IBOV Index;PX_Last;;;24,829.01;"2023-08-21"
"2005-05-20";IBOV Index;PX_Last;;;24,522.41;"2023-08-21"
"2005-05-23";IBOV Index;PX_Last;;;24,214.89;"2023-08-21"
"2005-05-24";IBOV Index;PX_Last;;;24,545.24;"2023-08-21"
"2005-05-25";IBOV Index;PX_Last;;;24,478.42;"2023-08-21"
"2005-05-27";IBOV Index;PX_Last;;;25,255.48;"2023-08-21"
"2005-05-30";IBOV Index;PX_Last;;;25,424.22;"2023-08-21"
"2005-05-31";IBOV Index;PX_Last;;;25,207.07;"2023-08-21"
"2005-06-01";IBOV Index;PX_Last;;;25,948.83;"2023-08-21"
"2005-06-02";IBOV Index;PX_Last;;;26,639.83;"2023-08-21"
"2005-06-03";IBOV Index;PX_Last;;;26,365.62;"2023-08-21"
"2005-06-06";IBOV Index;PX_Last;;;25,556.26;"2023-08-21"
"2005-06-07";IBOV Index;PX_Last;;;25,026.1;"2023-08-21"
"2005-06-08";IBOV Index;PX_Last;;;24,701.5;"2023-08-21"
"2005-06-09";IBOV Index;PX_Last;;;24,483.55;"2023-08-21"
"2005-06-10";IBOV Index;PX_Last;;;24,950.95;"2023-08-21"
"2005-06-13";IBOV Index;PX_Last;;;24,901.83;"2023-08-21"
"2005-06-14";IBOV Index;PX_Last;;;25,744.24;"2023-08-21"
"2005-06-15";IBOV Index;PX_Last;;;25,481.38;"2023-08-21"
"2005-06-16";IBOV Index;PX_Last;;;25,750.53;"2023-08-21"
"2005-06-17";IBOV Index;PX_Last;;;26,092.88;"2023-08-21"
"2005-06-20";IBOV Index;PX_Last;;;26,045.5;"2023-08-21"
"2005-06-21";IBOV Index;PX_Last;;;25,721.68;"2023-08-21"
"2005-06-22";IBOV Index;PX_Last;;;25,678.25;"2023-08-21"
"2005-06-23";IBOV Index;PX_Last;;;24,815.58;"2023-08-21"
"2005-06-24";IBOV Index;PX_Last;;;24,916.91;"2023-08-21"
"2005-06-27";IBOV Index;PX_Last;;;25,225.77;"2023-08-21"
"2005-06-28";IBOV Index;PX_Last;;;25,261.04;"2023-08-21"
"2005-06-29";IBOV Index;PX_Last;;;25,126.36;"2023-08-21"
"2005-06-30";IBOV Index;PX_Last;;;25,051.21;"2023-08-21"
"2005-07-01";IBOV Index;PX_Last;;;25,311.44;"2023-08-21"
"2005-07-04";IBOV Index;PX_Last;;;25,044.53;"2023-08-21"
"2005-07-05";IBOV Index;PX_Last;;;24,674.77;"2023-08-21"
"2005-07-06";IBOV Index;PX_Last;;;24,516.86;"2023-08-21"
"2005-07-07";IBOV Index;PX_Last;;;24,449.51;"2023-08-21"
"2005-07-08";IBOV Index;PX_Last;;;24,422.91;"2023-08-21"
"2005-07-11";IBOV Index;PX_Last;;;25,015.58;"2023-08-21"
"2005-07-12";IBOV Index;PX_Last;;;25,536.25;"2023-08-21"
"2005-07-13";IBOV Index;PX_Last;;;25,855.91;"2023-08-21"
"2005-07-14";IBOV Index;PX_Last;;;25,919.95;"2023-08-21"
"2005-07-15";IBOV Index;PX_Last;;;25,221.53;"2023-08-21"
"2005-07-18";IBOV Index;PX_Last;;;25,321.08;"2023-08-21"
"2005-07-19";IBOV Index;PX_Last;;;25,270.6;"2023-08-21"
"2005-07-20";IBOV Index;PX_Last;;;25,704.76;"2023-08-21"
"2005-07-21";IBOV Index;PX_Last;;;25,842.37;"2023-08-21"
"2005-07-22";IBOV Index;PX_Last;;;25,391.23;"2023-08-21"
"2005-07-25";IBOV Index;PX_Last;;;24,530.79;"2023-08-21"
"2005-07-26";IBOV Index;PX_Last;;;24,868.47;"2023-08-21"
"2005-07-27";IBOV Index;PX_Last;;;25,337.82;"2023-08-21"
"2005-07-28";IBOV Index;PX_Last;;;26,068.37;"2023-08-21"
"2005-07-29";IBOV Index;PX_Last;;;26,042.36;"2023-08-21"
"2005-08-01";IBOV Index;PX_Last;;;26,298.07;"2023-08-21"
"2005-08-02";IBOV Index;PX_Last;;;26,788.54;"2023-08-21"
"2005-08-03";IBOV Index;PX_Last;;;26,714.07;"2023-08-21"
"2005-08-04";IBOV Index;PX_Last;;;26,469.9;"2023-08-21"
"2005-08-05";IBOV Index;PX_Last;;;26,517.92;"2023-08-21"
"2005-08-08";IBOV Index;PX_Last;;;26,711.19;"2023-08-21"
"2005-08-09";IBOV Index;PX_Last;;;27,291.44;"2023-08-21"
"2005-08-10";IBOV Index;PX_Last;;;27,116.92;"2023-08-21"
"2005-08-11";IBOV Index;PX_Last;;;26,633.12;"2023-08-21"
"2005-08-12";IBOV Index;PX_Last;;;26,950.74;"2023-08-21"
"2005-08-15";IBOV Index;PX_Last;;;27,375.02;"2023-08-21"
"2005-08-16";IBOV Index;PX_Last;;;27,080.1;"2023-08-21"
"2005-08-17";IBOV Index;PX_Last;;;27,416.12;"2023-08-21"
"2005-08-18";IBOV Index;PX_Last;;;26,899.74;"2023-08-21"
"2005-08-19";IBOV Index;PX_Last;;;26,643.77;"2023-08-21"
"2005-08-22";IBOV Index;PX_Last;;;27,260.68;"2023-08-21"
"2005-08-23";IBOV Index;PX_Last;;;26,769.28;"2023-08-21"
"2005-08-24";IBOV Index;PX_Last;;;26,712.38;"2023-08-21"
"2005-08-25";IBOV Index;PX_Last;;;27,401.63;"2023-08-21"
"2005-08-26";IBOV Index;PX_Last;;;27,094.61;"2023-08-21"
"2005-08-29";IBOV Index;PX_Last;;;27,384.83;"2023-08-21"
"2005-08-30";IBOV Index;PX_Last;;;27,603.74;"2023-08-21"
"2005-08-31";IBOV Index;PX_Last;;;28,044.83;"2023-08-21"
"2005-09-01";IBOV Index;PX_Last;;;27,962.19;"2023-08-21"
"2005-09-02";IBOV Index;PX_Last;;;28,319.11;"2023-08-21"
"2005-09-05";IBOV Index;PX_Last;;;28,522;"2023-08-21"
"2005-09-06";IBOV Index;PX_Last;;;28,854.92;"2023-08-21"
"2005-09-08";IBOV Index;PX_Last;;;28,828.06;"2023-08-21"
"2005-09-09";IBOV Index;PX_Last;;;29,307.91;"2023-08-21"
"2005-09-12";IBOV Index;PX_Last;;;29,086.48;"2023-08-21"
"2005-09-13";IBOV Index;PX_Last;;;28,873.3;"2023-08-21"
"2005-09-14";IBOV Index;PX_Last;;;29,049.99;"2023-08-21"
"2005-09-15";IBOV Index;PX_Last;;;29,366.24;"2023-08-21"
"2005-09-16";IBOV Index;PX_Last;;;29,815.83;"2023-08-21"
"2005-09-19";IBOV Index;PX_Last;;;30,076.02;"2023-08-21"
"2005-09-20";IBOV Index;PX_Last;;;30,058.99;"2023-08-21"
"2005-09-21";IBOV Index;PX_Last;;;30,837.29;"2023-08-21"
"2005-09-22";IBOV Index;PX_Last;;;30,678.43;"2023-08-21"
"2005-09-23";IBOV Index;PX_Last;;;31,294.11;"2023-08-21"
"2005-09-26";IBOV Index;PX_Last;;;31,141.2;"2023-08-21"
"2005-09-27";IBOV Index;PX_Last;;;30,874.94;"2023-08-21"
"2005-09-28";IBOV Index;PX_Last;;;31,317.24;"2023-08-21"
"2005-09-29";IBOV Index;PX_Last;;;31,208.82;"2023-08-21"
"2005-09-30";IBOV Index;PX_Last;;;31,583.79;"2023-08-21"
"2005-10-03";IBOV Index;PX_Last;;;31,856.13;"2023-08-21"
"2005-10-04";IBOV Index;PX_Last;;;31,283.83;"2023-08-21"
"2005-10-05";IBOV Index;PX_Last;;;30,163.52;"2023-08-21"
"2005-10-06";IBOV Index;PX_Last;;;29,227.4;"2023-08-21"
"2005-10-07";IBOV Index;PX_Last;;;29,972.99;"2023-08-21"
"2005-10-10";IBOV Index;PX_Last;;;30,277.22;"2023-08-21"
"2005-10-11";IBOV Index;PX_Last;;;30,614.23;"2023-08-21"
"2005-10-13";IBOV Index;PX_Last;;;29,880.04;"2023-08-21"
"2005-10-14";IBOV Index;PX_Last;;;29,770.22;"2023-08-21"
"2005-10-17";IBOV Index;PX_Last;;;30,241.61;"2023-08-21"
"2005-10-18";IBOV Index;PX_Last;;;29,067.91;"2023-08-21"
"2005-10-19";IBOV Index;PX_Last;;;29,297.11;"2023-08-21"
"2005-10-20";IBOV Index;PX_Last;;;28,344.08;"2023-08-21"
"2005-10-21";IBOV Index;PX_Last;;;29,175.79;"2023-08-21"
"2005-10-24";IBOV Index;PX_Last;;;29,834.99;"2023-08-21"
"2005-10-25";IBOV Index;PX_Last;;;29,498.03;"2023-08-21"
"2005-10-26";IBOV Index;PX_Last;;;29,729.97;"2023-08-21"
"2005-10-27";IBOV Index;PX_Last;;;29,132.52;"2023-08-21"
"2005-10-28";IBOV Index;PX_Last;;;29,318.18;"2023-08-21"
"2005-10-31";IBOV Index;PX_Last;;;30,193.51;"2023-08-21"
"2005-11-01";IBOV Index;PX_Last;;;30,899.71;"2023-08-21"
"2005-11-03";IBOV Index;PX_Last;;;31,099.97;"2023-08-21"
"2005-11-04";IBOV Index;PX_Last;;;30,887.5;"2023-08-21"
"2005-11-07";IBOV Index;PX_Last;;;30,952.24;"2023-08-21"
"2005-11-08";IBOV Index;PX_Last;;;30,970.6;"2023-08-21"
"2005-11-09";IBOV Index;PX_Last;;;30,666.07;"2023-08-21"
"2005-11-10";IBOV Index;PX_Last;;;30,724.6;"2023-08-21"
"2005-11-11";IBOV Index;PX_Last;;;30,510.89;"2023-08-21"
"2005-11-14";IBOV Index;PX_Last;;;30,218.88;"2023-08-21"
"2005-11-16";IBOV Index;PX_Last;;;30,482.12;"2023-08-21"
"2005-11-17";IBOV Index;PX_Last;;;31,087;"2023-08-21"
"2005-11-18";IBOV Index;PX_Last;;;31,102.37;"2023-08-21"
"2005-11-21";IBOV Index;PX_Last;;;31,110.07;"2023-08-21"
"2005-11-22";IBOV Index;PX_Last;;;31,489.01;"2023-08-21"
"2005-11-23";IBOV Index;PX_Last;;;31,942.56;"2023-08-21"
"2005-11-24";IBOV Index;PX_Last;;;31,944.73;"2023-08-21"
"2005-11-25";IBOV Index;PX_Last;;;31,919.66;"2023-08-21"
"2005-11-28";IBOV Index;PX_Last;;;31,357.55;"2023-08-21"
"2005-11-29";IBOV Index;PX_Last;;;31,651.55;"2023-08-21"
"2005-11-30";IBOV Index;PX_Last;;;31,916.76;"2023-08-21"
"2005-12-01";IBOV Index;PX_Last;;;32,617.18;"2023-08-21"
"2005-12-02";IBOV Index;PX_Last;;;32,832.45;"2023-08-21"
"2005-12-05";IBOV Index;PX_Last;;;32,701.17;"2023-08-21"
"2005-12-06";IBOV Index;PX_Last;;;33,223.42;"2023-08-21"
"2005-12-07";IBOV Index;PX_Last;;;32,756.79;"2023-08-21"
"2005-12-08";IBOV Index;PX_Last;;;32,480.04;"2023-08-21"
"2005-12-09";IBOV Index;PX_Last;;;32,921.76;"2023-08-21"
"2005-12-12";IBOV Index;PX_Last;;;32,970.6;"2023-08-21"
"2005-12-13";IBOV Index;PX_Last;;;33,419.65;"2023-08-21"
"2005-12-14";IBOV Index;PX_Last;;;33,629.47;"2023-08-21"
"2005-12-15";IBOV Index;PX_Last;;;33,193.27;"2023-08-21"
"2005-12-16";IBOV Index;PX_Last;;;33,291.82;"2023-08-21"
"2005-12-19";IBOV Index;PX_Last;;;33,005.27;"2023-08-21"
"2005-12-20";IBOV Index;PX_Last;;;33,066.53;"2023-08-21"
"2005-12-21";IBOV Index;PX_Last;;;33,517.05;"2023-08-21"
"2005-12-22";IBOV Index;PX_Last;;;33,512.86;"2023-08-21"
"2005-12-23";IBOV Index;PX_Last;;;33,331.26;"2023-08-21"
"2005-12-26";IBOV Index;PX_Last;;;33,297.52;"2023-08-21"
"2005-12-27";IBOV Index;PX_Last;;;33,370.73;"2023-08-21"
"2005-12-28";IBOV Index;PX_Last;;;33,138.48;"2023-08-21"
"2005-12-29";IBOV Index;PX_Last;;;33,455.94;"2023-08-21"
"2006-01-02";IBOV Index;PX_Last;;;33,507.27;"2023-08-21"
"2006-01-03";IBOV Index;PX_Last;;;34,540.58;"2023-08-21"
"2006-01-04";IBOV Index;PX_Last;;;35,002.37;"2023-08-21"
"2006-01-05";IBOV Index;PX_Last;;;34,936.11;"2023-08-21"
"2006-01-06";IBOV Index;PX_Last;;;35,475.02;"2023-08-21"
"2006-01-09";IBOV Index;PX_Last;;;35,337.33;"2023-08-21"
"2006-01-10";IBOV Index;PX_Last;;;35,049.42;"2023-08-21"
"2006-01-11";IBOV Index;PX_Last;;;35,952.24;"2023-08-21"
"2006-01-12";IBOV Index;PX_Last;;;35,779.3;"2023-08-21"
"2006-01-13";IBOV Index;PX_Last;;;35,897.12;"2023-08-21"
"2006-01-16";IBOV Index;PX_Last;;;36,533.68;"2023-08-21"
"2006-01-17";IBOV Index;PX_Last;;;36,119.37;"2023-08-21"
"2006-01-18";IBOV Index;PX_Last;;;35,805.19;"2023-08-21"
"2006-01-19";IBOV Index;PX_Last;;;36,858.19;"2023-08-21"
"2006-01-20";IBOV Index;PX_Last;;;36,694.65;"2023-08-21"
"2006-01-23";IBOV Index;PX_Last;;;36,631.75;"2023-08-21"
"2006-01-24";IBOV Index;PX_Last;;;37,399.67;"2023-08-21"
"2006-01-26";IBOV Index;PX_Last;;;38,014.36;"2023-08-21"
"2006-01-27";IBOV Index;PX_Last;;;37,822.22;"2023-08-21"
"2006-01-30";IBOV Index;PX_Last;;;38,242.04;"2023-08-21"
"2006-01-31";IBOV Index;PX_Last;;;38,382.8;"2023-08-21"
"2006-02-01";IBOV Index;PX_Last;;;38,484.84;"2023-08-21"
"2006-02-02";IBOV Index;PX_Last;;;37,304.19;"2023-08-21"
"2006-02-03";IBOV Index;PX_Last;;;37,261.73;"2023-08-21"
"2006-02-06";IBOV Index;PX_Last;;;37,321.2;"2023-08-21"
"2006-02-07";IBOV Index;PX_Last;;;36,561.7;"2023-08-21"
"2006-02-08";IBOV Index;PX_Last;;;36,499.41;"2023-08-21"
"2006-02-09";IBOV Index;PX_Last;;;36,882.31;"2023-08-21"
"2006-02-10";IBOV Index;PX_Last;;;36,975.27;"2023-08-21"
"2006-02-13";IBOV Index;PX_Last;;;36,113.95;"2023-08-21"
"2006-02-14";IBOV Index;PX_Last;;;36,626.88;"2023-08-21"
"2006-02-15";IBOV Index;PX_Last;;;37,239.3;"2023-08-21"
"2006-02-16";IBOV Index;PX_Last;;;38,256.39;"2023-08-21"
"2006-02-17";IBOV Index;PX_Last;;;38,421.83;"2023-08-21"
"2006-02-20";IBOV Index;PX_Last;;;38,539.18;"2023-08-21"
"2006-02-21";IBOV Index;PX_Last;;;38,165.97;"2023-08-21"
"2006-02-22";IBOV Index;PX_Last;;;38,246.4;"2023-08-21"
"2006-02-23";IBOV Index;PX_Last;;;38,405.48;"2023-08-21"
"2006-02-24";IBOV Index;PX_Last;;;38,610.39;"2023-08-21"
"2006-03-01";IBOV Index;PX_Last;;;39,177.87;"2023-08-21"
"2006-03-02";IBOV Index;PX_Last;;;39,125.84;"2023-08-21"
"2006-03-03";IBOV Index;PX_Last;;;39,239.75;"2023-08-21"
"2006-03-06";IBOV Index;PX_Last;;;38,353.98;"2023-08-21"
"2006-03-07";IBOV Index;PX_Last;;;37,422.58;"2023-08-21"
"2006-03-08";IBOV Index;PX_Last;;;37,289.08;"2023-08-21"
"2006-03-09";IBOV Index;PX_Last;;;36,312.27;"2023-08-21"
"2006-03-10";IBOV Index;PX_Last;;;36,890.69;"2023-08-21"
"2006-03-13";IBOV Index;PX_Last;;;36,792.98;"2023-08-21"
"2006-03-14";IBOV Index;PX_Last;;;37,541.49;"2023-08-21"
"2006-03-15";IBOV Index;PX_Last;;;38,243.99;"2023-08-21"
"2006-03-16";IBOV Index;PX_Last;;;38,156.64;"2023-08-21"
"2006-03-17";IBOV Index;PX_Last;;;38,049.17;"2023-08-21"
"2006-03-20";IBOV Index;PX_Last;;;38,203.53;"2023-08-21"
"2006-03-21";IBOV Index;PX_Last;;;37,398.01;"2023-08-21"
"2006-03-22";IBOV Index;PX_Last;;;37,850.59;"2023-08-21"
"2006-03-23";IBOV Index;PX_Last;;;37,473.85;"2023-08-21"
"2006-03-24";IBOV Index;PX_Last;;;37,577.05;"2023-08-21"
"2006-03-27";IBOV Index;PX_Last;;;37,641.06;"2023-08-21"
"2006-03-28";IBOV Index;PX_Last;;;36,682.21;"2023-08-21"
